"","species","lat","lon","Pb"
"1152","Pyrus bourgaeana",38.16557,-7.68724,1
"1155","Pyrus bourgaeana",37.53894,-8.15106,1
"1156","Pyrus bourgaeana",38.62238,-8.48306,1
"1157","Pyrus bourgaeana",41.22513,-7.38933,1
"1158","Pyrus bourgaeana",38.71125,-8.25238,1
"1159","Pyrus bourgaeana",38.35147,-8.37054,1
"1160","Pyrus bourgaeana",41.39527,-6.78708,1
"1161","Pyrus bourgaeana",41.21957,-7.03159,1
"1162","Pyrus bourgaeana",37.1811,-8.71836,1
"1163","Pyrus bourgaeana",41.57753,-6.90081,1
"1165","Pyrus bourgaeana",37.2677,-8.04133,1
"1166","Pyrus bourgaeana",37.35868,-8.15309,1
"1167","Pyrus bourgaeana",37.26995,-8.37966,1
"1168","Pyrus bourgaeana",37.35944,-8.266,1
"1169","Pyrus bourgaeana",37.26673,-7.92856,1
"1171","Pyrus bourgaeana",37.95,-7.26,1
"1172","Pyrus bourgaeana",38.25567,-7.68562,1
"1173","Pyrus bourgaeana",37.45119,-8.60429,1
"1174","Pyrus bourgaeana",37.27124,-8.71802,1
"1175","Pyrus bourgaeana",37.27146,-8.83081,1
"1176","Pyrus bourgaeana",38.53103,-8.25425,1
"1178","Pyrus bourgaeana",38.4426,-8.59893,1
"1181","Pyrus bourgaeana",38.16679,-7.80136,1
"1182","Pyrus bourgaeana",38.1628,-7.459,1
"1184","Pyrus bourgaeana",37.98404,-7.57661,1
"1185","Pyrus bourgaeana",38.53272,-8.59843,1
"1189","Pyrus bourgaeana",39.06366,-7.4396,1
"1191","Pyrus bourgaeana",38.62283,-8.59793,1
"1192","Pyrus bourgaeana",38.35002,-8.14167,1
"1194","Pyrus bourgaeana",37.36063,-8.49184,1
"1195","Pyrus bourgaeana",37.98536,-7.69045,1
"1196","Pyrus bourgaeana",37.89943,-8.14693,1
"1197","Pyrus bourgaeana",38.1783,-7.0589,1
"1198","Pyrus bourgaeana",37.26318,-7.59029,1
"1199","Pyrus bourgaeana",37.17553,-7.81721,1
"1201","Pyrus bourgaeana",37.27092,-8.60523,1
"1203","Pyrus bourgaeana",38.52934,-8.02482,1
"1204","Pyrus bourgaeana",38.15958,-7.2308,1
"1205","Pyrus bourgaeana",38.25,-7.78,1
"1206","Pyrus bourgaeana",38.71,-7.56,1
"1207","Pyrus bourgaeana",38.7125,-9.51759,1
"1209","Pyrus bourgaeana",37.68,-7.49,1
"1210","Pyrus bourgaeana",41.04148,-7.15588,1
"1211","Pyrus bourgaeana",37.6072,-7.5744,1
"1212","Pyrus bourgaeana",38.43151,-7.33874,1
"1218","Pyrus bourgaeana",38.15781,-7.11671,1
"1219","Pyrus bourgaeana",37.17757,-8.04247,1
"1220","Pyrus bourgaeana",37.35782,-8.04018,1
"1223","Pyrus bourgaeana",37.1766,-7.92983,1
"1225","Pyrus bourgaeana",37.17435,-7.70458,1
"1227","Pyrus bourgaeana",37.17168,-7.47936,1
"1229","Pyrus bourgaeana",37.293396,-7.546062,1
"1231","Pyrus bourgaeana",37.26179,-7.47755,1
"1237","Pyrus bourgaeana",37.09117,-8.83121,1
"1238","Pyrus bourgaeana",38.34142,-7.3408,1
"1240","Pyrus bourgaeana",37.29,-8.56,1
"1242","Pyrus bourgaeana",37.28694,-8.57264,1
"1244","Pyrus bourgaeana",37.98261,-7.46278,1
"1248","Pyrus bourgaeana",38.49014,-7.38264,1
"1249","Pyrus bourgaeana",38.57633,-8.77175,1
"1250","Pyrus bourgaeana",38.58,-8.77,1
"1251","Pyrus bourgaeana",37.15748,-7.54659,1
"1252","Pyrus bourgaeana",37.02371,-7.81688,1
"1253","Pyrus bourgaeana",37.13683,-7.72498,1
"1254","Pyrus bourgaeana",37.94633,-7.29941,1
"1255","Pyrus bourgaeana",37.03688,-7.81506,1
"1256","Pyrus bourgaeana",37.19904,-7.98807,1
"1257","Pyrus bourgaeana",38.74032,-7.23975,1
"1258","Pyrus bourgaeana",37.33394,-7.48705,1
"1259","Pyrus bourgaeana",37.15776,-7.7668,1
"1260","Pyrus bourgaeana",37.18432,-7.48392,1
"1261","Pyrus bourgaeana",38.01761,-8.69388,1
"1262","Pyrus bourgaeana",37.24118,-8.0445,1
"1263","Pyrus bourgaeana",38.98462,-7.42093,1
"1264","Pyrus bourgaeana",38.94846,-8.15706,1
"1265","Pyrus bourgaeana",37.06012,-7.82083,1
"1266","Pyrus bourgaeana",38.77665,-9.26433,1
"1267","Pyrus bourgaeana",40.02569,-7.24189,1
"1268","Pyrus bourgaeana",40.20175,-7.37481,1
"1270","Pyrus bourgaeana",40.11941,-7.2397,1
"1271","Pyrus bourgaeana",37.44064,-7.91844,1
"1272","Pyrus bourgaeana",38.42094,-9.21641,1
"1273","Pyrus bourgaeana",39.36349,-9.21095,1
"1274","Pyrus bourgaeana",37.54891,-8.03449,1
"1275","Pyrus bourgaeana",38.14794,-8.54585,1
"1276","Pyrus bourgaeana",38.7332,-9.40981,1
"1278","Pyrus bourgaeana",39.20819,-7.79866,1
"1280","Pyrus bourgaeana",37.14521,-8.48577,1
"1281","Pyrus bourgaeana",38.71413,-9.37261,1
"1282","Pyrus bourgaeana",37.31094,-8.58914,1
"1283","Pyrus bourgaeana",40.16204,-7.55965,1
"1284","Pyrus bourgaeana",37.3646,-7.96306,1
"1285","Pyrus bourgaeana",40.52354,-6.83264,1
"1286","Pyrus bourgaeana",40.16298,-7.22797,1
"1289","Pyrus bourgaeana",38.93742,-8.87083,1
"1290","Pyrus bourgaeana",38.95973,-8.52484,1
"1291","Pyrus bourgaeana",39.586,-8.05697,1
"1292","Pyrus bourgaeana",39.85066,-7.68614,1
"1294","Pyrus bourgaeana",38.88965,-9.207,1
"1295","Pyrus bourgaeana",40.13173,-7.43867,1
"1297","Pyrus bourgaeana",38.32483,-7.60514,1
"1298","Pyrus bourgaeana",39.03674,-8.93474,1
"1300","Pyrus bourgaeana",37.1,-8,1
"1301","Pyrus bourgaeana",38.9,-8.2,1
"1302","Pyrus bourgaeana",38.7,-7.3,1
"1303","Pyrus bourgaeana",37.2587191315627,-7.48122287062364,1
"1304","Pyrus bourgaeana",37.348720626208,-7.48122435789778,1
"1305","Pyrus bourgaeana",38.5287277139108,-8.71126594439418,1
"1306","Pyrus bourgaeana",41.7687972333432,-8.10131611569026,1
"1308","Pyrus bourgaeana",38.3487270367547,-8.48125880081068,1
"1310","Pyrus bourgaeana",38.4387273192953,-8.60126245687235,1
"1314","Pyrus bourgaeana",38.2587229807079,-8.71126122365508,1
"1315","Pyrus bourgaeana",39.69078,-7.19234,1
"1317","Pyrus bourgaeana",38.618734295858,-8.25125951403693,1
"1318","Pyrus bourgaeana",38.6187379693734,-7.91125354751518,1
"1319","Pyrus bourgaeana",38.5287363638856,-7.91125197300549,1
"1320","Pyrus bourgaeana",38.4387334747365,-8.031252510966,1
"1322","Pyrus bourgaeana",38.5287338832604,-8.14125600981368,1
"1324","Pyrus bourgaeana",38.4387322892443,-8.14125443807218,1
"1329","Pyrus bourgaeana",38.7087383943529,-8.02125706379569,1
"1332","Pyrus bourgaeana",37.3587089152821,-8.60124398001239,1
